country,article_name,revision_id,article_quality,population
Egypt,Hussein Serry Pasha,835654290,Stub,97.0
Egypt,Jehan Sadat,835751980,Start,97.0
Egypt,Mustafa Mashhur,835796948,Stub,97.0
Egypt,Mokhtar Khattab,836634736,Stub,97.0
Egypt,Naglaa Mahmoud,836881633,Stub,97.0
Egypt,Khaled Dawoud,837059170,Stub,97.0
Egypt,Aisha Rateb,838109436,C,97.0
Egypt,Yasser Shamsaldin Mohamad,838550308,C,97.0
Egypt,Mohamed Tawfik Naseem Pasha,839145572,Stub,97.0
Egypt,Mamdouh Salem,839147818,Stub,97.0
Egypt,Amani Asfour,839603454,Start,97.0
Egypt,Ahmad Fuad Mohieddin,839901055,Stub,97.0
Egypt,Hany Mahfouz Helal,839976573,Stub,97.0
Egypt,Mohamed Beltagy,839979824,Start,97.0
Egypt,Mohammed Hassan El-Zayyat,840072793,Stub,97.0
Egypt,Sayed Meshaal,840092131,Stub,97.0
Egypt,Mohamed Youssef Ibrahim,841039045,Start,97.0
Egypt,Nabil Elaraby,841041599,C,97.0
Egypt,Abou Elela Mady,841420261,Stub,97.0
Egypt,Inji Aflatoun,842600343,C,97.0
Egypt,Mohamed Fawzi (general),842782062,C,97.0
Egypt,Muhammad Husayn Haykal,843897781,Start,97.0
Egypt,Aly Lotfy Mahmoud,844111439,Stub,97.0
Egypt,Emad Abdel Ghaffour,844488358,Stub,97.0
Egypt,Sameh Naguib,844818554,Start,97.0
Egypt,Ahmed Gamal El Segini,845386839,Start,97.0
Egypt,Aly Maher Pasha,845412549,Stub,97.0
Egypt,Abbas Halim,846312727,Start,97.0
Egypt,Omar Suleiman,846658781,B,97.0
Egypt,Suzanne Mubarak,846666687,GA,97.0
Egypt,Abu Al-Izz Al-Hariri,846701756,Stub,97.0
Egypt,Shadi Taha,846717799,Start,97.0
Egypt,Talaat Sadat,846723206,Start,97.0
Egypt,Nabil Na'eem,846769696,Start,97.0
Egypt,Hussein Roshdy Pasha,847555666,Stub,97.0
Egypt,Mohamed Said Pasha,847701901,Stub,97.0
Egypt,Bothaina Kamel,847717695,Start,97.0
Egypt,Maged A. Abdelaziz,848192100,Stub,97.0
Egypt,Osama El-Baz,848350517,Start,97.0
Egypt,Hazem Abdel-Azim,849002602,Stub,97.0
Egypt,Mohammed Adel (youth leader),849685995,C,97.0
Egypt,Ibrahim Mahlab,849700456,Start,97.0
Egypt,Mostafa Khalil,849839316,Start,97.0
Egypt,Mohamed Ibrahim Kamel,849871405,Stub,97.0
Egypt,Al-Fa'iz bi-Nasr Allah,850052675,Stub,97.0
Egypt,Eva Habil,851010997,Stub,97.0
Egypt,Mahmoud Abdel Rahman Fahmy,851024806,Start,97.0
Egypt,Hassan al-Hudaybi,851164949,C,97.0
Egypt,Hafez Abu Seada,851240608,Start,97.0
Egypt,Mohamed Ismail,851392712,C,97.0
Egypt,Mohamed Kamel Leilah,851663143,Stub,97.0
Egypt,Khaled Abdel Ghaffar,851683301,Stub,97.0
Egypt,Sameh Shoukry,851683434,Start,97.0
Egypt,Amr Talaat,851683572,Stub,97.0
Egypt,Shawar,851997957,C,97.0
Egypt,Abdel Moneim Aboul Fotouh,852045125,C,97.0
Egypt,Hazem Salah Abu Ismail,852131972,Start,97.0
Egypt,Khaled Negm,852188849,Stub,97.0
Egypt,George Isaac (politician),852517266,Start,97.0
Egypt,Rifaat el-Mahgoub,853496877,Start,97.0
Egypt,Rafik Habib,853561483,Start,97.0
Egypt,Safiya Zaghloul,855136406,Start,97.0
Egypt,Yehia El-Gamal,855955098,Start,97.0
Egypt,Mohamed Soudan,856267170,C,97.0
Egypt,Ali Sabri,856351770,Start,97.0
Egypt,Hussein el-Shafei,856351870,Start,97.0
Egypt,Mahmoud Tawfik,856533653,Start,97.0
Egypt,Mohammed Badie,856558770,C,97.0
Egypt,Mostafa Alnagar,856736987,C,97.0
Egypt,Hossam Badrawi,857058912,C,97.0
Egypt,Mansour el-Essawy,857293523,C,97.0
Egypt,Abdel Moneim El Shahat,857490774,Stub,97.0
Egypt,Mohamed M. Abou El Enein,857637135,C,97.0
Egypt,Adel Abdel-Hamid,858121437,Stub,97.0
Egypt,Ahmad Mazlum,858121574,Stub,97.0
Egypt,Ahmed El-Zend,858121582,Stub,97.0
Egypt,Maher El-Beheiry,858726283,Stub,97.0
Egypt,Mahmoud Samy El Baroudy,858759729,Stub,97.0
Egypt,Mohamed Abu Samra,858920115,Stub,97.0
Egypt,Mustafa Mansour,859151820,Start,97.0
Egypt,First Lady of Egypt,859160052,Start,97.0
Egypt,Mohammad Farid,859494299,Start,97.0
Egypt,Ahmed Shafik,859604487,C,97.0
Egypt,Bassem Ouda,859719354,Start,97.0
Egypt,Nadia Ahmed Abdou,859741841,Stub,97.0
Egypt,Galal Saeed,859757292,Stub,97.0
Egypt,Mahmoud Abo El-Nasr,859843737,Start,97.0
Egypt,Sami Hafez Anan,859845919,C,97.0
Egypt,Tarek El-Molla,859916021,Stub,97.0
Egypt,Ali Ibrahim Pasha,860491262,Stub,97.0
Egypt,Manal Awad Mikhail,860509689,Stub,97.0
Egypt,Ahmad Mahir Pasha,860710300,Stub,97.0
Egypt,Sherif Sabri Pasha,860750103,Stub,97.0
Egypt,Gameela Ismail,860954075,C,97.0
Egypt,Hamdeen Sabahi,860954754,C,97.0
Egypt,Mona Makram-Ebeid,860988317,Stub,97.0
Egypt,Khaled Ali,860998285,FA,97.0
Egypt,Moussa Mostafa Moussa,861081795,Start,97.0
Egypt,Georgette Kellini,861083938,Stub,97.0
Egypt,Ashraf El-Shihy,861266209,C,97.0
Egypt,Ali Pasha Mubarak,861591457,B,97.0
Egypt,Mahmoud El Nokrashy Pasha,861680540,C,97.0
Egypt,Naguib Sawiris,861968293,Start,97.0
Egypt,Mohamed Mansour (businessman),861984644,Start,97.0
Egypt,Adel Labib,862144111,Stub,97.0
Egypt,Ahmed El-Leithy,862550382,Stub,97.0
Egypt,Ahmed Gamal El Din,862551501,C,97.0
Egypt,Ahmed Maher (youth leader),862554393,C,97.0
Egypt,Ahmed Zaki Badreldin,862561802,Stub,97.0
Egypt,Omar Sharaf,863107346,FA,97.0
Egypt,Samir El-Sayiad,863366658,Stub,97.0
Egypt,Nawal El Saadawi,863430003,C,97.0
Egypt,Ali Maher (diplomat),863538642,Stub,97.0
Egypt,Tarek al-Zumar,863615854,Stub,97.0
Egypt,Mohamed Sedki Sulayman,863813030,Start,97.0
Egypt,Adly Yakan Pasha,864112677,Stub,97.0
Egypt,Amin Iskander,864254331,Start,97.0
Egypt,Anas el-Fiqqi,864409621,Stub,97.0
Egypt,Abdel Hakim Amer,864419833,C,97.0
Egypt,Anwar Sadat,864500173,GA,97.0
Egypt,Hassan al-Banna,864862771,C,97.0
Egypt,Boutros Ghali,865201401,C,97.0
Egypt,Mohamed Sherif Pasha,865360171,Start,97.0
Egypt,Sayyid Qutb,865517074,B,97.0
Egypt,Doria Shafik,866036551,C,97.0
Libya,Template:Libya-politician-stub,561074815,Stub,6.5
Libya,Abdul Qadir al-Badri,709766577,Stub,6.5
Libya,Salih Rajab al-Mismari,712510932,Stub,6.5
Libya,Omar Shegewi,723570860,Stub,6.5
Libya,Ali Sahli,726965047,Start,6.5
Libya,Abdulla Edriss Ebrahim,735370690,Stub,6.5
Libya,Amal Nuri Safar,738118171,Stub,6.5
Libya,Abdul Razzaq as-Sawsa,738482818,Stub,6.5
Libya,Bashir al-Rabiti,744272507,Start,6.5
Libya,Mifta al-Usta Umar,747056652,Stub,6.5
Libya,Abu Oweis,749354367,Stub,6.5
Libya,Mahmud al-Muntasir,768045201,Start,6.5
Libya,Hussein Sadiq al Musrati,772424694,Stub,6.5
Libya,Ashour Suleiman Shuwail,781776934,Start,6.5
Libya,Abdul Salam al-Buseiri,781990525,Stub,6.5
Libya,Umar Mustafa al-Muntasir,784805072,Stub,6.5
Libya,Ahmad Bishti,785582155,Stub,6.5
Libya,Abdul Rahman Habil,787400698,Stub,6.5
Libya,Abdussalam Sergiwa,787914218,Stub,6.5
Libya,Ali Ashour,788275167,Stub,6.5
Libya,Ali Abd-al-Aziz al-Isawi,788467016,Start,6.5
Libya,Mohamed Abu al-Qasim al-Zwai,788474662,Stub,6.5
Libya,Fariha al-Berkawi,788591692,Start,6.5
Libya,Ahmed Rafiq Almhadoui,789271261,Stub,6.5
Libya,Mohamed Ben Ghalbon,794211790,C,6.5
Libya,Ashour Bourashed,796614256,Stub,6.5
Libya,Mustafa Tajouri,796703955,Stub,6.5
Libya,Ihab Al-Mismari,798288804,Stub,6.5
Libya,Musa Al-Koni,800291959,Stub,6.5
Libya,Muhammad az-Zaruq Rajab,802355738,Stub,6.5
Libya,Abd-Rabbo al-Barassi,802722672,Stub,6.5
Libya,Fathi Baja,802832934,Start,6.5
Libya,Giuma Ahmed Atigha,805855991,Stub,6.5
Libya,Khaled Kaim,807892669,Stub,6.5
Libya,Mohamed Al-Muntasir,807951866,Stub,6.5
Libya,Hasan Zaglam,807962585,Stub,6.5
Libya,El Waer Hakim,816832498,Start,6.5
Libya,Nagia Essayed,818793795,Stub,6.5
Libya,Mohammed el-Hadhiri,820748826,Stub,6.5
Libya,Wahbi al-Bouri,821462685,Start,6.5
Libya,Miftah Muhammed K'eba,823034777,Stub,6.5
Libya,Abdul Rahman Kamudi,823966348,Stub,6.5
Libya,Mustafa Rugibani,824771389,Stub,6.5
Libya,Abdullah Al-Mayhoub,830619573,Stub,6.5
Libya,Hisham Ben Ghalbon,833162169,C,6.5
Libya,Abuzed Omar Dorda,833180349,Stub,6.5
Libya,Wanis al-Qaddafi,833746925,Stub,6.5
Libya,Huda Ben Amer,833844535,Start,6.5
Libya,Yousef Mangoush,833906892,Stub,6.5
Libya,Muhammad Gaddafi,834025380,Start,6.5
Libya,Abdel Wahab Qaid,834071067,Start,6.5
Libya,Bashir Saadawi,835605307,Stub,6.5
Libya,Mohamed Abulas’ad El-Alem,836580594,Stub,6.5
Libya,Mansour Mohamed El-Kikhia,837383916,Stub,6.5
Libya,Muhammad Osman Said,841368022,Stub,6.5
Libya,Abdulrahman Sewehli,843508983,Stub,6.5
Libya,Mahmud Sulayman al-Maghribi,844661655,Stub,6.5
Libya,Ehtuish Ehtuish,845896638,Start,6.5
Libya,Abdul Ati al-Obeidi,846111193,Start,6.5
Libya,Mohammed El Senussi,846287304,GA,6.5
Libya,Omar El-Hariri,846661491,Start,6.5
Libya,Mansour Dhao,846676641,Stub,6.5
Libya,Uthman Megrahi,846681934,Stub,6.5
Libya,Mohammed Ali Salim,846710781,Stub,6.5
Libya,Fawzi Abdel A'al,846713349,Stub,6.5
Libya,Ahmed Maiteeq,846805972,C,6.5
Libya,Nouri Abusahmain,846872649,Start,6.5
Libya,Khalifa al-Ghawil,847545395,Start,6.5
Libya,Abdul Majid Kubar,850509692,Stub,6.5
Libya,Fatima Hamroush,850949751,C,6.5
Libya,Aref Ali Nayed,850982993,C,6.5
Libya,Abdul Majid al-Qa′ud,852051756,Stub,6.5
Libya,Yousaf Borahil Al-Msmare,852051908,Stub,6.5
Libya,Sulayman al-Baruni,853586530,C,6.5
Libya,Aguila Saleh Issa,854339786,Stub,6.5
Libya,Hamza Abu Faris,855048070,Start,6.5
Libya,Hussein Maziq,855218575,C,6.5
Libya,Sadiq Abdulkarim Abdulrahman,856888931,Start,6.5
Libya,Izzat Yousef Al-Maqrif,857701752,Start,6.5
Libya,Hamdi Faraj Fanoush,858743712,Stub,6.5
Libya,Mohamed Taha Siala,859069285,Start,6.5
Libya,Idris of Libya,859073081,FA,6.5
Libya,Abdulbari Al Arusi,859510361,Start,6.5
Libya,Anwar Fituri,859717163,Stub,6.5
Libya,Awad al-Baraasi,859718585,Stub,6.5
Libya,Isa Tuwaijir,859785923,Stub,6.5
Libya,Usama Siala,859924938,Start,6.5
Libya,Muhammad az-Zanati,861187395,Stub,6.5
Libya,Omar Mukhtar,861664028,C,6.5
Libya,Abdul Hafiz Ghoga,861793459,Start,6.5
Libya,Abdullah Naker,861811017,Stub,6.5
Libya,Abdullah al-Thani,861811762,Start,6.5
Libya,Abdurrahim El-Keib,861815576,C,6.5
Libya,Abu Bakr Baira,861846965,Stub,6.5
Libya,Muhammad Ahmad al-Mangoush,862263749,Stub,6.5
Libya,Muhammad Sakizli,862264802,Start,6.5
Libya,Ahmed Al-Abbar,862545286,Stub,6.5
Libya,Ahmed al-Senussi,862562391,Start,6.5
Libya,Al-Aref al-Khoga,862844713,Stub,6.5
Libya,Mohammed Magariaf,862898154,C,6.5
Libya,Ibrahim Jadhran,863232038,Start,6.5
Libya,Saif al-Islam Gaddafi,863255841,GA,6.5
Libya,Mohamed Eshtewi,864283703,C,6.5
Libya,Abdullah Senussi,864952612,C,6.5
Libya,Taha El Sherif Ben Amer,865171450,Stub,6.5
Libya,Ragab Muftah Abudabus,865251335,Stub,6.5
Libya,Omar al-Hassi,865655207,Start,6.5
Libya,Muammar Gaddafi,865977367,FA,6.5
Morocco,Omar Benjelloun,697280332,Stub,35.2
Morocco,Template:Morocco-politician-stub,704039243,Stub,35.2
Morocco,Bouchaib Benlabsir,705653632,Stub,35.2
Morocco,Mustapha Oukacha,715653724,Stub,35.2
Morocco,Khalid Naciri,722148469,Stub,35.2
Morocco,Mohammed al-Makki al-Nasiri,748110918,Stub,35.2
Morocco,Abdallah ibn Al-Aftas,751729309,Stub,35.2
Morocco,Lahcen Daoudi,754422669,Stub,35.2
Morocco,List of colonial governors of Ifni,754612294,Start,35.2
Morocco,Adil Douiri,768667417,Stub,35.2
Morocco,Mbarka Bouaida,771632316,Start,35.2
Morocco,Maati Bouabid,783511832,Stub,35.2
Morocco,Khalihenna Ould Errachid,784444000,Start,35.2
Morocco,Mohammed al-Hajj ibn Abu Bakr al-Dila'i,787288114,Stub,35.2
Morocco,Abdelwahed Radi,787389480,Stub,35.2
Morocco,Driss Jettou,788666931,Start,35.2
Morocco,Nadia Yassine,788976529,Stub,35.2
Morocco,Abdelouahed Souhail,789596737,Stub,35.2
Morocco,Mohamed El Yazghi,789596747,Stub,35.2
Morocco,Yassir Znagui,792347134,Stub,35.2
Morocco,Abdallah Ibrahim,793718347,Stub,35.2
Morocco,Mouha ou Hammou Zayani,795377600,Start,35.2
Morocco,Mustapha Bakkoury,797776779,Start,35.2
Morocco,Ahmed Bahnini,799902698,Stub,35.2
Morocco,Abraham Serfaty,800381660,C,35.2
Morocco,Driss Benzekri (activist),801615845,Start,35.2
Morocco,Fadel Benyaich,802633623,Start,35.2
Morocco,Mohamed Ali El Admi,803180742,Stub,35.2
Morocco,Salaheddine Mezouar,804940583,Start,35.2
Morocco,Mohammed Kabbaj,807832989,Stub,35.2
Morocco,Ahmed Ameziane,810225001,Stub,35.2
Morocco,Ahmed al-Hiba,810656196,Start,35.2
Morocco,Mostapha Sahel,812471475,Stub,35.2
Morocco,Fathallah Oualalou,816610000,Stub,35.2
Morocco,Aziza Bennani,821280929,Stub,35.2
Morocco,Mustafa Ramid,821655219,Stub,35.2
Morocco,Mohamed Bouzoubaa,821683559,Stub,35.2
Morocco,Lalla Batoul,821949937,Start,35.2
Morocco,Mohamed Benhima,822949642,Stub,35.2
Morocco,Leon Benzaquen,822949700,Start,35.2
Morocco,El Hossein El Ouardi,822949770,Start,35.2
Morocco,Lahbib Choubani,823068681,Start,35.2
Morocco,Mohamed Cheikh Biadillah,823795262,Stub,35.2
Morocco,Mohamed Medbouh,823801344,C,35.2
Morocco,Mohand Laenser,823854947,Stub,35.2
Morocco,List of governors of Tangier,824841164,Start,35.2
Morocco,Zaynab an-Nafzawiyyah,825141634,C,35.2
Morocco,Nezha Chekrouni,826271802,Start,35.2
Morocco,Ahmed ibn Abi Mahalli,827510156,Stub,35.2
Morocco,Abdelkrim al-Khatib,827591341,Start,35.2
Morocco,Ahmed Balafrej,827659562,Stub,35.2
Morocco,Amina Lemrini,829007833,Start,35.2
Morocco,Thami El Glaoui,830210835,B,35.2
Morocco,Abdesslam Yassine,831613888,Start,35.2
Morocco,Robert Assaraf,835384706,Start,35.2
Morocco,Fathallah Sijilmassi,836244504,Start,35.2
Morocco,Khnata bent Bakkar,837314020,Stub,35.2
Morocco,Mohamed Habib Sinaceur,837389085,Stub,35.2
Morocco,Rochdi Chraibi,837660776,Stub,35.2
Morocco,Mustapha Mansouri,838957911,Stub,35.2
Morocco,Sidi al-Ayachi,839328166,Start,35.2
Morocco,Omar Kabbaj,840562421,Stub,35.2
Morocco,Bou Hmara,840850918,Start,35.2
Morocco,Mbarek Bekkay,841181046,Stub,35.2
Morocco,Ahmed Osman (politician),841380446,Start,35.2
Morocco,Aziz Rabbah,841710192,Stub,35.2
Morocco,Ahmed Laraki,842469897,Stub,35.2
Morocco,Maguy Kakon,842609519,Start,35.2
Morocco,Nabila Mounib,842610105,Start,35.2
Morocco,Taieb Cherkaoui,845434453,Stub,35.2
Morocco,Moncef Belkhayat,845682031,Start,35.2
Morocco,Idriss Azami Al Idrissi,846767288,Stub,35.2
Morocco,Abdeslam Al Mesbahi,846767289,Stub,35.2
Morocco,Yasmina Baddou,846767292,Start,35.2
Morocco,Khalid Alioua,846767294,Stub,35.2
